1.832,0,1.832,0.488,3.283,1.298,0,1.298,0.31,0.255
1.705,0,1.705,0.383,3.577,1.597,0,1.597,0.328,0.297
1.464,0,1.464,0.388,0.964,0.895,0,0.895,0.322,0.247
1.02,0,1.02,0.346,1.27,1.023,0,1.023,0.297,0.317
