0.045,2.16158385063871e-07
0.135,2.16412054448489e-07
0.225,2.17089611705708e-07
0.315,2.18023628040876e-07
0.405,2.19387548760167e-07
0.495,2.21081913828154e-07
0.585,2.23034986757086e-07
0.675,2.25412252591507e-07
0.765,2.28427340140874e-07
0.855,2.3168839519848e-07
0.945,2.35027150772174e-07
1.035,2.38720263683448e-07
1.125,2.42987838210454e-07
1.215,2.48067195166766e-07
1.305,2.53598287835186e-07
1.395,2.59113917501618e-07
1.485,2.65364309913487e-07
1.575,2.7210765271334e-07
1.665,2.79491675270406e-07
1.755,2.87463429886029e-07
1.845,2.95596365764751e-07
1.935,3.04935651987564e-07
2.025,3.14664038248022e-07
2.115,3.24769253902143e-07
2.205,3.35749456131037e-07
2.295,3.48084592464558e-07
2.385,3.61899760444577e-07
2.475,3.75582619561703e-07
2.565,3.8950040432036e-07
2.655,4.05428629780901e-07
2.745,4.2223625665986e-07
2.835,4.40569879583498e-07
2.925,4.6006848801292e-07
3.015,4.80798756035998e-07
3.105,5.02565985153867e-07
3.195,5.25221213931079e-07
3.285,5.49648049439753e-07
3.375,5.74811272337871e-07
3.465,6.0252536403304e-07
3.555,6.32175008435931e-07
3.645,6.62106240358357e-07
3.735,6.93632428000577e-07
3.825,7.27686677475633e-07
3.915,7.6401997228104e-07
4.005,8.01477720877429e-07
4.095,8.3951384972923e-07
4.185,8.79993144970389e-07
4.275,9.2238647739282e-07
4.365,9.67122449818522e-07
4.455,1.01368068280761e-06
4.545,1.06398576625761e-06
4.635,1.11594916936892e-06
4.725,1.16790447093834e-06
4.815,1.22318986240822e-06
4.905,1.27463842994299e-06
4.995,1.32172350081583e-06
5.085,1.38536925426595e-06
5.175,1.43311516747185e-06
5.265,1.4898560994772e-06
5.355,1.54707290514325e-06
5.445,1.60457981123733e-06
5.535,1.66029090428041e-06
5.625,1.71464248293034e-06
5.715,1.76777102285706e-06
5.805,1.81933532139558e-06
5.895,1.87165875794013e-06
5.985,1.9226685702823e-06
6.075,1.97234416200792e-06
6.165,2.02203290768863e-06
6.255,2.07018150258647e-06
6.345,2.11691367972455e-06
6.435,2.16313223875174e-06
6.525,2.21002980089588e-06
6.615,2.25651389423503e-06
6.705,2.30197750278551e-06
6.795,2.3451836106979e-06
6.885,2.3879785737238e-06
6.975,2.43105359850959e-06
7.065,2.47269223823033e-06
7.155,2.51375522929284e-06
7.245,2.554669742035e-06
7.335,2.5950882776634e-06
7.425,2.63486513098785e-06
7.515,2.67336073044202e-06
7.605,2.71290909710438e-06
7.695,2.75113292293829e-06
7.785,2.78777797904396e-06
7.875,2.82441667733172e-06
7.965,2.8597077865497e-06
8.055,2.89588536869408e-06
8.145,2.93154040209717e-06
8.235,2.96603055207124e-06
8.325,3.00019026716184e-06
8.415,3.03404202648224e-06
8.505,3.06792643286634e-06
8.595,3.10040908068317e-06
8.685,3.13220810907143e-06
8.775,3.16440683362628e-06
8.865,3.19596271144318e-06
8.955,3.22714586376114e-06
9.045,3.25766172454785e-06
9.135,3.28810862670725e-06
9.225,3.31831559668234e-06
9.315,3.34722079061261e-06
9.405,3.37591921221705e-06
9.495,3.40448877533458e-06
9.585,3.43295471001905e-06
9.675,3.4612162289909e-06
9.765,3.48825656918549e-06
9.855,3.51473147087232e-06
9.945,3.54151949264574e-06
10.035,3.56799114430624e-06
10.125,3.59402883704602e-06
10.215,3.61962613310098e-06
10.305,3.64522350400574e-06
10.395,3.67052126243752e-06
10.485,3.69461867606381e-06
10.575,3.71865730713494e-06
10.665,3.74290659214104e-06
10.755,3.76662012921038e-06
10.845,3.7898708064893e-06
10.935,3.81228823400883e-06
11.025,3.83476035844066e-06
11.115,3.85766079579103e-06
11.205,3.87984935891946e-06
11.295,3.90151283547438e-06
11.385,3.9224643605543e-06
11.475,3.94342498062063e-06
11.565,3.96459668374783e-06
11.655,3.98502129064426e-06
11.745,4.00531349281348e-06
11.835,4.02529392376728e-06
11.925,4.04529055992467e-06
12.015,4.06506592668422e-06
12.105,4.08386828672319e-06
12.195,4.10269327382896e-06
12.285,4.12149609329596e-06
12.375,4.13987676004437e-06
12.465,4.15788205279921e-06
12.555,4.17551154172772e-06
12.645,4.19316119672047e-06
12.735,4.21063625370755e-06
12.825,4.22765262687789e-06
12.915,4.24454894160318e-06
13.005,4.26161508502677e-06
13.095,4.27816654238642e-06
13.185,4.29419170408129e-06
13.275,4.30995176245064e-06
13.365,4.32572800552623e-06
13.455,4.34150642738138e-06
13.545,4.35671489405053e-06
13.635,4.37146281206782e-06
13.725,4.38620175480267e-06
13.815,4.40080782078671e-06
13.905,4.41537156284881e-06
13.995,4.4296063288661e-06
14.085,4.44360158675605e-06
14.175,4.45750416216805e-06
14.265,4.47107928818417e-06
14.355,4.48423637376352e-06
14.445,4.4973059657451e-06
14.535,4.51057389752264e-06
14.625,4.52357317764761e-06
14.715,4.53611549213245e-06
14.805,4.54839291358332e-06
14.895,4.56057312232672e-06
14.985,4.57282318336821e-06
15.075,4.58469241200662e-06
15.165,4.59624461078744e-06
15.255,4.60792844766149e-06
15.345,4.61935942545108e-06
15.435,4.63043928810734e-06
15.525,4.64134403167312e-06
15.615,4.65223585698713e-06
15.705,4.66301073155893e-06
15.795,4.67347666483523e-06
15.885,4.68371938612673e-06
15.975,4.69375551841782e-06
16.065,4.70383679969584e-06
16.155,4.71382258510152e-06
16.245,4.72348618687151e-06
16.335,4.73297286858527e-06
16.425,4.74248506005559e-06
16.515,4.75194113954164e-06
16.605,4.76094846483392e-06
16.695,4.76981112706929e-06
16.785,4.77874290131595e-06
16.875,4.78751896220776e-06
16.965,4.79607194661588e-06
17.055,4.80442367999698e-06
17.145,4.81263305508958e-06
17.235,4.82077664516502e-06
17.325,4.82877992240846e-06
17.415,4.83669263767032e-06
17.505,4.84448946480696e-06
17.595,4.85207203615129e-06
17.685,4.85960641915307e-06
17.775,4.86699166826453e-06
17.865,4.87422015931275e-06
17.955,4.88133026833841e-06
18.045,4.888389305261e-06
18.135,4.89528421008934e-06
18.225,4.90194993493048e-06
18.315,4.9086464523372e-06
18.405,4.91526145159309e-06
18.495,4.92173006259957e-06
18.585,4.92804392014579e-06
18.675,4.9342145769762e-06
18.765,4.94033518152933e-06
